25/02 16:02:00 FINE sim.Admin|Log for simulation 215 started
25/02 16:03:23 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:30 INFO sim.Simulation|***** START OF TIME 9 *****
25/02 16:03:30 INFO demand.CampaignImpl|Campaign 90995352 Tomorrows limits: 0.16610726965956787, 7500
25/02 16:03:30 INFO demand.CampaignImpl|Campaign 1996862364 Tomorrows limits: 0.09938225974502993, 1249
25/02 16:03:30 INFO demand.CampaignImpl|Campaign 2138657770 Tomorrows limits: 0.13354543169235267, 5000
25/02 16:03:30 INFO demand.CampaignImpl|Campaign 1793450848 Tomorrows limits: 0.167, 5000
25/02 16:03:30 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1397379544, reachImps=10000, dayStart=10, dayEnd=12, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=179, DummyAdnetwork=6714, adv5=171, adv6=171, adv3=175, adv4=176, adv2=181, adv1=1}, budget=null, advertiser=null, day=10, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={}]
25/02 16:03:30 FINE adx.AdxManager|tau.tac.adx.messages.CampaignNotification@407d94ba
25/02 16:03:30 INFO demand.CampaignImpl|Campaign 594754518 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=6253.0, otherImps=10727.0, cost=0.02083968290818893] Reach 5000 ERR 1.159776322456087 Budget 0.327 Revenue 0.3792468574431405
25/02 16:03:30 INFO agents.DemandAgent|Day 9 :Reporting auction results...CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1397379544, reachImps=10000, dayStart=10, dayEnd=12, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=179, DummyAdnetwork=6714, adv5=171, adv6=171, adv3=175, adv4=176, adv2=181, adv1=1}, budget=0.16535193844819762, advertiser=adv1, day=9, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={10=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0]}]
25/02 16:03:30 INFO agents.DemandAgent|Day 9 :Notifying new campaign opportunity..
25/02 16:03:30 INFO agents.DemandAgent|Day 9 :Campaign limit expired Impressed while over limit: 1996862364, limit was: 1249, 0.09938225974502993 value is: 1250.0, 0.004273616914680146
25/02 16:03:30 INFO agents.DemandAgent|Day 9 : Campaign limit expired Impressed while over limit: 1996862364
25/02 16:03:30 INFO agents.DemandAgent|Day 9 :Campaign limit expired Impressed while over limit: 2138657770, limit was: 5000, 0.13354543169235267 value is: 5003.0, 0.008439251594555126
25/02 16:03:30 INFO agents.DemandAgent|Day 9 : Campaign limit expired Impressed while over limit: 2138657770
25/02 16:03:30 INFO agents.DemandAgent|Day 9 :Campaign limit expired Impressed while over limit: 90995352, limit was: 7500, 0.16610726965956787 value is: 7502.5, 0.01207300304536436
25/02 16:03:30 INFO agents.DemandAgent|Day 9 : Campaign limit expired Impressed while over limit: 90995352
25/02 16:03:32 INFO sim.Simulation|***** START OF TIME 9 COMPLETE *****
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9 :BankStatus[-0.414730]
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9: Daily notification for campaign 1397379544
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9:  allocated to adv1. UCS Level set to 0.9 at price 0.0 Qualit Score is: 0.4
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9: Campaign opportunity - Campaign ID 1957650537: day 11 to 13  FEMALE HIGH_INCOME, reach: 10000 coefs: (v=2.0, m=1.5)
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9: Campaign total budget bid: 8.05
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9: Adjusting ucs bid: was 0.04753146460045617 level reported: 0.9 target: 0.7 adjusted: 0.038025171680364935
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9 : Simulation Status Received
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9: Sending BidBundle
25/02 16:03:32 INFO agents.SampleAdNetwork|Day 9 ended. Starting next day
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.038025171680364935 Cmp ID: 1957650537 Cmp Bid: 8050
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv2 : UCS Bid: 0.0 Cmp ID: 1957650537 Cmp Bid: 145
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv3 : UCS Bid: 0.0 Cmp ID: 1957650537 Cmp Bid: 140
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv4 : UCS Bid: 0.0 Cmp ID: 1957650537 Cmp Bid: 141
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv5 : UCS Bid: 0.0 Cmp ID: 1957650537 Cmp Bid: 137
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv6 : UCS Bid: 0.0 Cmp ID: 1957650537 Cmp Bid: 137
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv1 : UCS Bid: 0.046583413427180864 Cmp ID: 1957650537 Cmp Bid: 1
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 INFO agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv7 : UCS Bid: 0.0 Cmp ID: 1957650537 Cmp Bid: 143
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:33 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.16610726965956787 , weight=7500] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.09810257255841748 , weight=0] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.12925971185822596 , weight=2499] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.08267596922409881 , weight=5000])
25/02 16:03:40 INFO sim.Simulation|***** START OF TIME 10 *****
25/02 16:03:40 INFO demand.CampaignImpl|Campaign 90995352 Tomorrows limits: 0.16610726965956787, 7500
25/02 16:03:40 INFO demand.CampaignImpl|Campaign 1996862364 Tomorrows limits: 0.09810257255841748, 0
25/02 16:03:40 INFO demand.CampaignImpl|Campaign 2138657770 Tomorrows limits: 0.12925971185822596, 2499
25/02 16:03:40 INFO demand.CampaignImpl|Campaign 1397379544 Tomorrows limits: 0.08267596922409881, 5000
25/02 16:03:40 INFO agents.DemandAgent|Day 10 : Auction pending campaign: CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1957650537, reachImps=10000, dayStart=11, dayEnd=13, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=143, DummyAdnetwork=8050, adv5=137, adv6=137, adv3=140, adv4=141, adv2=145, adv1=1}, budget=null, advertiser=null, day=11, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={}]
25/02 16:03:40 FINE adx.AdxManager|tau.tac.adx.messages.CampaignNotification@4f288349
25/02 16:03:40 INFO demand.CampaignImpl|Campaign 1793450848 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 10000 ERR 0.0 Budget 0.334 Revenue 0.0
25/02 16:03:40 INFO agents.DemandAgent|Day 10 :Reporting auction results...CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1957650537, reachImps=10000, dayStart=11, dayEnd=13, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=143, DummyAdnetwork=8050, adv5=137, adv6=137, adv3=140, adv4=141, adv2=145, adv1=1}, budget=0.13994289643420094, advertiser=adv1, day=10, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={11=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0]}]
25/02 16:03:40 INFO agents.DemandAgent|Day 10 :Notifying new campaign opportunity..
25/02 16:03:40 INFO agents.DemandAgent|Day 10 :Campaign limit expired Impressed while over limit: 1996862364, limit was: 0, 0.09810257255841748 value is: 1.0, 9.261647560521797E-8
25/02 16:03:40 INFO agents.DemandAgent|Day 10 : Campaign limit expired Impressed while over limit: 1996862364
25/02 16:03:40 INFO agents.DemandAgent|Day 10 :Campaign limit expired Impressed while over limit: 2138657770, limit was: 2499, 0.12925971185822596 value is: 2502.0, 0.0036020736593353215
25/02 16:03:40 INFO agents.DemandAgent|Day 10 : Campaign limit expired Impressed while over limit: 2138657770
25/02 16:03:40 INFO agents.DemandAgent|Day 10 :Campaign limit expired Impressed while over limit: 90995352, limit was: 7500, 0.16610726965956787 value is: 7502.5, 0.0160171151694379
25/02 16:03:40 INFO agents.DemandAgent|Day 10 : Campaign limit expired Impressed while over limit: 90995352
25/02 16:03:44 INFO sim.Simulation|***** START OF TIME 10 COMPLETE *****
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10 :BankStatus[-0.414730]
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10: Daily notification for campaign 1957650537
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10:  allocated to adv1. UCS Level set to 0.9 at price 0.0 Qualit Score is: 0.4
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10: Campaign opportunity - Campaign ID 1824740920: day 12 to 16  MALE OLD, reach: 10000 coefs: (v=2.0, m=1.5)
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10: Campaign total budget bid: 9.534
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10: Adjusting ucs bid: was 0.038025171680364935 level reported: 0.9 target: 0.7 adjusted: 0.030420137344291946
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10 : Simulation Status Received
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10: Sending BidBundle
25/02 16:03:44 INFO agents.SampleAdNetwork|Day 10 ended. Starting next day
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.030420137344291946 Cmp ID: 1824740920 Cmp Bid: 9534
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv3 : UCS Bid: 0.0 Cmp ID: 1824740920 Cmp Bid: 112
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv4 : UCS Bid: 0.0 Cmp ID: 1824740920 Cmp Bid: 113
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv7 : UCS Bid: 0.0 Cmp ID: 1824740920 Cmp Bid: 114
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv6 : UCS Bid: 0.0 Cmp ID: 1824740920 Cmp Bid: 110
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv1 : UCS Bid: 0.03726673074174469 Cmp ID: 1824740920 Cmp Bid: 1
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
